0,314,301,534,301,534,323,314,323,辽宁检测平台安装公司,name
1,308,391,567,391,567,413,308,413,辽宁省锦州市人民路820号,location
2,305,446,474,446,474,467,305,467,2016年10月26日， 2030年2月27日,start_date
3,299,346,343,346,343,367,299,367,其他,type
4,308,421,726,421,726,443,308,443,汪风香，胡仁俊，郑翠婷，常飞虎，倪建民,legal_person
5,657,296,848,296,848,310,657,310,99777774299434562B,social_credit_code
6,601,276,678,276,678,298,601,298,注册号,social_credit_code_key
7,104,307,299,307,299,335,104,335,名称,name_key
8,102,342,301,342,301,372,102,372,企业类型,type_key
9,102,378,298,378,298,409,102,409,住所,location_key
10,101,416,297,416,297,446,101,446,法定代表人,legal_person_key
11,97,451,297,451,297,484,97,484,成立日期,start_date_key
