0,866,310,1038,310,1038,330,866,330,440301106184536,social_credit_code
1,355,349,632,349,632,379,355,379,深圳市易通商务服务有限公司,name
2,356,397,486,397,486,422,356,422,有限责任公司,type
3,356,444,851,444,851,475,356,475,深圳市罗湖区宝安北路国际商品交易大厦五楼B区B52,location
4,356,490,420,490,420,516,356,516,叶佩怡,legal_person
5,353,538,566,538,566,563,353,563,二〇一二年四月廿五日,start_date
6,737,309,836,309,836,336,737,336,注册号,social_credit_code_key
7,99,341,344,341,344,378,99,378,名称,name_key
8,99,388,343,388,343,423,99,423,企业类型,type_key
9,98,433,340,433,340,470,98,470,住所,location_key
10,96,479,342,479,342,519,96,519,法定代表人,legal_person_key
11,96,526,342,526,342,561,96,561,成立日期,start_date_key
