0,299,305,519,305,519,327,299,327,成都达智咨询有限公司,name
1,305,372,608,372,608,393,305,393,河南省平顶山市天山南路140号,location
2,306,457,449,457,449,478,306,478,2017年1月4日， 2017年9月2日,start_date
3,309,349,441,349,441,371,309,371,国有独资公司,type
4,303,418,721,418,721,441,303,441,冯学勤，闫高伟，孙锦标，彭鑫鑫，熊国慧,legal_person
5,682,275,874,275,874,289,682,289,08535952152042031R,social_credit_code
6,601,276,678,276,678,298,601,298,注册号,social_credit_code_key
7,104,307,299,307,299,335,104,335,名称,name_key
8,102,342,301,342,301,372,102,372,企业类型,type_key
9,102,378,298,378,298,409,102,409,住所,location_key
10,101,416,297,416,297,446,101,446,法定代表人,legal_person_key
11,97,451,297,451,297,484,97,484,成立日期,start_date_key
