0,296,311,494,311,494,332,296,332,上海市政贵阳分公司,name
1,305,380,564,380,564,402,305,402,山东省东营市海口路142号,location
2,303,449,459,449,459,470,303,470,2018年8月15日， 2022年8月23日,start_date
3,294,352,426,352,426,374,294,374,有限合伙企业,type
4,313,423,709,423,709,447,313,447,许文奇，郭子伊，后良，叶剑豪，吴敬杰,legal_person
5,686,279,876,279,876,293,686,293,446694569101371426,social_credit_code
6,601,276,678,276,678,298,601,298,注册号,social_credit_code_key
7,104,307,299,307,299,335,104,335,名称,name_key
8,102,342,301,342,301,372,102,372,企业类型,type_key
9,102,378,298,378,298,409,102,409,住所,location_key
10,101,416,297,416,297,446,101,446,法定代表人,legal_person_key
11,97,451,297,451,297,484,97,484,成立日期,start_date_key
